  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
125660 99999 201601021530 070  15 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   16    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601021600 060  18 *** 722 CLR * * * 12.5 ** ** ** ** ** ** ** ** *   15    9 1029.2 *****  997.5 *** *** ***** ***** ***** ***** ** 
125660 99999 201601021630 070  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   14    9 ****** 30.30 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601021700 060  16 *** 722 CLR * * * 12.5 ** ** ** ** ** ** ** ** *   15    7 1029.1 *****  997.4 *** *** ***** ***** ***** ***** ** 
125660 99999 201601021730 070  14 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   14    7 ****** 30.30 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601021800 070  18 *** 722 CLR * * * 12.5 ** ** ** ** ** ** ** ** *   14    8 1029.2 *****  997.4  17   9 ***** ***** *****  0.00 ** 
125660 99999 201601021830 080  17 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   14    7 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601021900 070  16 *** 722 CLR * * * 12.5 ** ** ** ** ** ** ** ** *   14    7 1029.0 *****  997.2 *** *** ***** ***** ***** ***** ** 
125660 99999 201601021930 080  18 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   14    7 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601022000 060  16 *** 722 CLR * * * 12.5 ** ** ** ** ** ** ** ** *   13    7 1028.7 *****  996.9 *** *** ***** ***** ***** ***** ** 
125660 99999 201601022030 070  15 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   12    7 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601022100 070  14 *** *** *** * * * 12.5 ** ** ** ** ** ** ** ** *   10    7 1029.0 30.27 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601022130 070  14 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   10    5 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601022200 060  13 *** 722 CLR * * * 12.5 ** ** ** ** ** ** ** ** *   10    5 1028.8 *****  996.8 *** *** ***** ***** ***** ***** ** 
125660 99999 201601022230 070  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *    9    5 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601022300 060  13 *** 722 CLR * * * 12.5 ** ** ** ** ** ** ** ** *   10    3 1028.5 *****  996.5 *** *** ***** ***** ***** ***** ** 
125660 99999 201601022330 070  16 *** *** *** * * * **** ** ** ** ** ** ** ** ** *    9    3 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030000 050  16 *** *** SCT * * * 12.5 ** ** ** ** ** ** ** ** *    9    3 1028.2 *****  996.1 *** *** *****  0.00 ***** ***** ** 
125660 99999 201601030030 060  15 *** *** *** * * *  6.2 71 ** ** ** ** ** ** ** *    7    3 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030100 060  15 ***  11 *** * * *  6.2 71 ** ** ** ** ** ** ** 7    7    3 1028.0 30.24 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030130 070  13 ***  11 *** * * *  6.2 71 ** ** ** ** ** ** ** *    7    3 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030200 060  16 ***  11 BKN * * * 12.5 71 ** ** ** ** ** ** ** 7    7    4 1027.7 *****  995.5 *** *** ***** ***** ***** ***** ** 
125660 99999 201601030230 070  15 ***  11 *** * * *  6.2 71 ** ** ** ** ** ** ** *    7    3 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030300 050  16 ***  11 BKN * * * 12.5 71 ** ** ** ** ** ** ** 7    7    3 1027.6 *****  995.4 *** *** ***** ***** ***** ***** ** 
125660 99999 201601030330 060  14 ***  10 *** * * *  6.2 71 ** ** ** ** ** ** ** *    7    1 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030400 070  13 ***  10 *** * * *  6.2 71 ** ** ** ** ** ** ** 7    5    1 1027.2 30.21 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030430 060  14 ***  10 *** * * *  6.2 71 ** ** ** ** ** ** ** *    5    1 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030500 060  11 ***  10 BKN * * * 12.5 71 ** ** ** ** ** ** ** 7    6    1 1027.0 30.21 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030530 060  13 ***  10 *** * * *  6.2 71 ** ** ** ** ** ** ** *    5    1 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030600 060  13 ***  10 BKN * * * 12.5 71 ** ** ** ** ** ** ** 7    5    2 1026.6 *****  994.3  14   5 ***** *****  0.00  0.00  0 
125660 99999 201601030630 060  10 ***  10 *** * * *  6.2 ** ** ** ** ** ** ** ** *    5    1 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030700 060  11 ***   9 BKN * * * 12.5 22 ** ** ** ** ** ** ** 7    5    2 1026.6 *****  994.3 *** *** ***** ***** ***** ***** ** 
125660 99999 201601030730 060  11 ***   9 *** * * *  6.2 ** ** ** ** ** ** ** ** *    5    1 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030800 060  13 ***   9 BKN * * * 12.5 ** ** ** ** ** ** ** ** *    6    1 1026.2 *****  994.0 *** *** ***** ***** ***** ***** ** 
125660 99999 201601030830 070  13 ***  10 *** * * *  6.2 ** ** ** ** ** ** ** ** *    5    1 ****** 30.18 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601030900 070  13 ***  10 BKN * * *  9.4 01 ** ** ** ** ** ** ** 7    6    2 1025.7 *****  993.5 *** *** ***** ***** ***** ***** ** 
125660 99999 201601030930 060  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *    7    1 ****** 30.15 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601031000 050  13 *** *** *** * * *  9.4 ** ** ** ** ** ** ** ** *    7    1 1024.6 *****  992.5 *** *** ***** ***** ***** ***** ** 
125660 99999 201601031030 070  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *    9    3 ****** 30.12 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601031100 060  13 *** *** *** * * *  9.4 ** ** ** ** ** ** ** ** *   10    3 1023.6 *****  991.7 *** *** ***** ***** ***** ***** ** 
125660 99999 201601031130 060  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   10    5 ****** 30.12 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601031200 080  11 *** *** BKN * * *  9.4 01 ** ** ** ** ** ** ** 7   11    5 1022.8 30.09 ****** *** *** *****  0.00 ***** ***** ** 
125660 99999 201601031230 080  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   12    5 ****** 30.09 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601031300 050  13 *** *** SCT * * *  9.4 ** ** ** ** ** ** ** ** *   12    5 1021.8 *****  990.2 *** *** ***** ***** ***** ***** ** 
125660 99999 201601031330 070  13 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   12    5 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601031400 060  11 *** *** SCT * * *  9.4 ** ** ** ** ** ** ** ** *   12    5 1021.5 *****  989.9 *** *** ***** ***** ***** ***** ** 
125660 99999 201601031430 070  11 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   12    3 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601031500 060  11 *** *** SCT * * *  6.2 ** ** ** ** ** ** ** ** *   12    3 1021.2 *****  989.5 *** *** ***** ***** ***** ***** ** 
125660 99999 201601031530 060  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   10    3 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601031600 060  11 *** *** SCT * * *  6.2 ** ** ** ** ** ** ** ** *   11    3 1020.8 *****  989.1 *** *** ***** ***** ***** ***** ** 
125660 99999 201601031630 060  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *   10    3 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601031700 070  13 *** *** SCT * * *  6.2 ** ** ** ** ** ** ** ** *    9    3 1020.5 *****  988.7 *** *** ***** ***** ***** ***** ** 
125660 99999 201601031730 060   9 *** *** *** * * * **** ** ** ** ** ** ** ** ** *    9    3 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601031800 050   9 *** 722 CLR * * *  6.2 ** ** ** ** ** ** ** ** *    8    3 1019.6 *****  987.8  13   5 ***** ***** *****  0.00 ** 
125660 99999 201601031830 060   8 *** *** *** * * * **** ** ** ** ** ** ** ** ** *    7    3 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601031900 050   9 *** 722 CLR * * *  6.2 ** ** ** ** ** ** ** ** *    7    3 1018.9 *****  987.0 *** *** ***** ***** ***** ***** ** 
125660 99999 201601031930 050  10 *** *** *** * * * **** ** ** ** ** ** ** ** ** *    7    3 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601032000 040  11 *** 722 CLR * * * 43.8 10 ** ** ** ** ** ** ** 0    7    3 1018.1 *****  986.2 *** *** ***** ***** ***** ***** ** 
125660 99999 201601032030 050  11 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *    7    3 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601032100 050  11 *** 722 CLR * * *  4.4 10 ** ** ** ** ** ** ** 0    7    3 1017.0 *****  985.2 *** *** ***** ***** ***** ***** ** 
125660 99999 201601032130 050  10 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    7    3 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601032200 050   9 *** 722 CLR * * *  3.8 10 ** ** ** ** ** ** ** 0    6    3 1016.5 *****  984.6 *** *** ***** ***** ***** ***** ** 
125660 99999 201601032230 060  10 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    7    1 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601032300 040  11 *** 722 CLR * * *  3.8 10 ** ** ** ** ** ** ** 0    6    2 1015.1 *****  983.2 *** *** ***** ***** ***** ***** ** 
125660 99999 201601032330 050  11 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    5    1 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601040000 050  13 *** 722 CLR * * *  3.8 10 ** ** ** ** ** ** ** 0    6    1 1013.9 29.83 ****** *** *** *****  0.00 ***** ***** ** 
125660 99999 201601040030 060  11 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    5    1 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601040100 060   9 *** 722 CLR * * *  3.8 10 ** ** ** ** ** ** ** 0    5    2 1013.3 *****  981.4 *** *** ***** ***** ***** ***** ** 
125660 99999 201601040130 060   9 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    5    1 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601040200 050  11 *** *** SCT * * *  3.8 10 ** ** ** ** ** ** ** 0    4    0 1012.2 *****  980.3 *** *** ***** ***** ***** ***** ** 
125660 99999 201601040230 060  10 *** *** *** * * *  3.8 ** ** ** ** ** ** ** ** *    3    0 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601040300 050  13 *** *** SCT * * *  3.8 10 ** ** ** ** ** ** ** 0    4    0 1011.2 *****  979.3 *** *** ***** ***** ***** ***** ** 
125660 99999 201601040330 060  13 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    3    0 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601040400 050  11 *** 722 CLR * * *  3.8 10 ** ** ** ** ** ** ** 0    4    1 1010.0 *****  978.1 *** *** ***** ***** ***** ***** ** 
125660 99999 201601040430 060   9 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    3    0 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601040500 050   9 *** 722 CLR * * *  3.8 10 ** ** ** ** ** ** ** 0    3    0 1009.3 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601040530 060  10 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    3    0 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601040600 050   7 *** 722 SCT * * *  3.8 10 ** ** ** ** ** ** ** 0    3    0 1008.4 *****  976.5   8   3 ***** *****  0.00T 0.00 ** 
125660 99999 201601040630 050   7 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    3    0 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601040700 030   7 *** 722 SCT * * *  3.8 10 ** ** ** ** ** ** ** 0    3   -2 1008.2 *****  976.3 *** *** ***** ***** ***** ***** ** 
125660 99999 201601040730 050   8 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    3    0 ****** 29.65 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601040800 050   9 *** 722 BKN * * *  3.8 10 ** ** ** ** ** ** ** 1    3    1 1007.3 *****  975.6 *** *** ***** ***** ***** ***** ** 
125660 99999 201601040830 060  10 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    5    1 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
125660 99999 201601040900 060   9 *** 722 CLR * * *  3.8 10 ** ** ** ** ** ** ** 1    7    3 1006.8 *****  975.3 *** *** ***** ***** ***** ***** ** 
125660 99999 201601040930 050   9 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *    9    3 ****** 29.62 ****** *** *** ***** ***** ***** ***** ** 
